BallotName,BallotOrder,LocalityName,Percentage,PoliticalParty,PrecinctName,Votes
Terry R. McAuliffe,2.0,Virginia Beach City,29.46%,Democratic,035 - COURTHOUSE (02),269.0
Princess L. Blanding,3.0,Virginia Beach City,0.44%,Liberation,035 - COURTHOUSE (02),4.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,035 - COURTHOUSE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,47.81%,Republican,036 - WINDSOR OAKS (02),600.0
Terry R. McAuliffe,2.0,Virginia Beach City,50.44%,Democratic,036 - WINDSOR OAKS (02),633.0
Princess L. Blanding,3.0,Virginia Beach City,1.75%,Liberation,036 - WINDSOR OAKS (02),22.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,036 - WINDSOR OAKS (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,58.81%,Republican,037 - CHESAPEAKE BEACH (02),544.0
Terry R. McAuliffe,2.0,Virginia Beach City,40.76%,Democratic,037 - CHESAPEAKE BEACH (02),377.0
Princess L. Blanding,3.0,Virginia Beach City,0.43%,Liberation,037 - CHESAPEAKE BEACH (02),4.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,037 - CHESAPEAKE BEACH (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,67.90%,Republican,038 - WITCHDUCK (02),935.0
Terry R. McAuliffe,2.0,Virginia Beach City,31.95%,Democratic,038 - WITCHDUCK (02),440.0
Princess L. Blanding,3.0,Virginia Beach City,0.15%,Liberation,038 - WITCHDUCK (02),2.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,038 - WITCHDUCK (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,55.15%,Republican,039 - PEMBROKE (02),718.0
Terry R. McAuliffe,2.0,Virginia Beach City,43.63%,Democratic,039 - PEMBROKE (02),568.0
Princess L. Blanding,3.0,Virginia Beach City,1.23%,Liberation,039 - PEMBROKE (02),16.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,039 - PEMBROKE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,56.02%,Republican,040 - BONNEY (02),456.0
Terry R. McAuliffe,2.0,Virginia Beach City,42.63%,Democratic,040 - BONNEY (02),347.0
Princess L. Blanding,3.0,Virginia Beach City,1.35%,Liberation,040 - BONNEY (02),11.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,040 - BONNEY (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,29.97%,Republican,041 - COLLEGE PARK (02),398.0
Terry R. McAuliffe,2.0,Virginia Beach City,68.83%,Democratic,041 - COLLEGE PARK (02),914.0
Princess L. Blanding,3.0,Virginia Beach City,1.20%,Liberation,041 - COLLEGE PARK (02),16.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,041 - COLLEGE PARK (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,53.06%,Republican,042 - BRANDON (02),641.0
Terry R. McAuliffe,2.0,Virginia Beach City,45.86%,Democratic,042 - BRANDON (02),554.0
Princess L. Blanding,3.0,Virginia Beach City,1.08%,Liberation,042 - BRANDON (02),13.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,042 - BRANDON (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,42.77%,Republican,043 - BELLAMY (02),423.0
Terry R. McAuliffe,2.0,Virginia Beach City,55.41%,Democratic,043 - BELLAMY (02),548.0
Princess L. Blanding,3.0,Virginia Beach City,1.82%,Liberation,043 - BELLAMY (02),18.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,043 - BELLAMY (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,044 - CENTERVILLE (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,044 - CENTERVILLE (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,044 - CENTERVILLE (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,044 - CENTERVILLE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,40.57%,Republican,045 - TIMBERLAKE (02),413.0
Terry R. McAuliffe,2.0,Virginia Beach City,57.86%,Democratic,045 - TIMBERLAKE (02),589.0
Princess L. Blanding,3.0,Virginia Beach City,1.57%,Liberation,045 - TIMBERLAKE (02),16.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,045 - TIMBERLAKE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,046 - GREEN RUN (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,046 - GREEN RUN (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,046 - GREEN RUN (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,046 - GREEN RUN (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,047 - KINGS GRANT (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,047 - KINGS GRANT (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,047 - KINGS GRANT (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,047 - KINGS GRANT (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,62.37%,Republican,048 - WOLFSNARE (02),799.0
Terry R. McAuliffe,2.0,Virginia Beach City,37.24%,Democratic,048 - WOLFSNARE (02),477.0
Princess L. Blanding,3.0,Virginia Beach City,0.39%,Liberation,048 - WOLFSNARE (02),5.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,048 - WOLFSNARE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,67.35%,Republican,049 - LYNNHAVEN (02),691.0
Terry R. McAuliffe,2.0,Virginia Beach City,32.46%,Democratic,049 - LYNNHAVEN (02),333.0
Princess L. Blanding,3.0,Virginia Beach City,0.19%,Liberation,049 - LYNNHAVEN (02),2.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,049 - LYNNHAVEN (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,43.18%,Republican,050 - OCEANA (02),288.0
Terry R. McAuliffe,2.0,Virginia Beach City,55.62%,Democratic,050 - OCEANA (02),371.0
Princess L. Blanding,3.0,Virginia Beach City,1.20%,Liberation,050 - OCEANA (02),8.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,050 - OCEANA (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,63.10%,Republican,051 - STRATFORD CHASE (02),655.0
Terry R. McAuliffe,2.0,Virginia Beach City,36.51%,Democratic,051 - STRATFORD CHASE (02),379.0
Princess L. Blanding,3.0,Virginia Beach City,0.39%,Liberation,051 - STRATFORD CHASE (02),4.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,051 - STRATFORD CHASE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,58.26%,Republican,052 - HOMESTEAD (02),864.0
Terry R. McAuliffe,2.0,Virginia Beach City,40.73%,Democratic,052 - HOMESTEAD (02),604.0
Princess L. Blanding,3.0,Virginia Beach City,1.01%,Liberation,052 - HOMESTEAD (02),15.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,052 - HOMESTEAD (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,61.89%,Republican,053 - SHANNON (02),604.0
Terry R. McAuliffe,2.0,Virginia Beach City,36.78%,Democratic,053 - SHANNON (02),359.0
Princess L. Blanding,3.0,Virginia Beach City,1.23%,Liberation,053 - SHANNON (02),12.0
Write In,2147483647.0,Virginia Beach City,0.10%,Write-In,053 - SHANNON (02),1.0
Glenn A. Youngkin,1.0,Virginia Beach City,58.12%,Republican,054 - CROMWELL (02),433.0
Terry R. McAuliffe,2.0,Virginia Beach City,40.81%,Democratic,054 - CROMWELL (02),304.0
Princess L. Blanding,3.0,Virginia Beach City,1.07%,Liberation,054 - CROMWELL (02),8.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,054 - CROMWELL (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,39.98%,Republican,055 - MAGIC HOLLOW (02),413.0
Terry R. McAuliffe,2.0,Virginia Beach City,58.95%,Democratic,055 - MAGIC HOLLOW (02),609.0
Princess L. Blanding,3.0,Virginia Beach City,1.06%,Liberation,055 - MAGIC HOLLOW (02),11.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,055 - MAGIC HOLLOW (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,60.58%,Republican,056 - EDINBURGH (02),418.0
Terry R. McAuliffe,2.0,Virginia Beach City,38.84%,Democratic,056 - EDINBURGH (02),268.0
Princess L. Blanding,3.0,Virginia Beach City,0.58%,Liberation,056 - EDINBURGH (02),4.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,056 - EDINBURGH (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,66.42%,Republican,057 - SHERRY PARK (02),530.0
Terry R. McAuliffe,2.0,Virginia Beach City,32.96%,Democratic,057 - SHERRY PARK (02),263.0
Princess L. Blanding,3.0,Virginia Beach City,0.63%,Liberation,057 - SHERRY PARK (02),5.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,057 - SHERRY PARK (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,55.92%,Republican,058 - GLENWOOD (02),685.0
Terry R. McAuliffe,2.0,Virginia Beach City,43.18%,Democratic,058 - GLENWOOD (02),529.0
Princess L. Blanding,3.0,Virginia Beach City,0.90%,Liberation,058 - GLENWOOD (02),11.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,058 - GLENWOOD (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,59.83%,Republican,059 - SHELTON PARK (02),496.0
Terry R. McAuliffe,2.0,Virginia Beach City,39.32%,Democratic,059 - SHELTON PARK (02),326.0
Princess L. Blanding,3.0,Virginia Beach City,0.84%,Liberation,059 - SHELTON PARK (02),7.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,059 - SHELTON PARK (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,71.88%,Republican,060 - FOXFIRE (02),1035.0
Terry R. McAuliffe,2.0,Virginia Beach City,27.78%,Democratic,060 - FOXFIRE (02),400.0
Princess L. Blanding,3.0,Virginia Beach City,0.35%,Liberation,060 - FOXFIRE (02),5.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,060 - FOXFIRE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,061 - BAKER (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,061 - BAKER (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,061 - BAKER (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,061 - BAKER (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,61.83%,Republican,062 - LANDSTOWN (02),810.0
Terry R. McAuliffe,2.0,Virginia Beach City,37.63%,Democratic,062 - LANDSTOWN (02),493.0
Princess L. Blanding,3.0,Virginia Beach City,0.53%,Liberation,062 - LANDSTOWN (02),7.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,062 - LANDSTOWN (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,60.68%,Republican,063 - CULVER (02),909.0
Terry R. McAuliffe,2.0,Virginia Beach City,38.52%,Democratic,063 - CULVER (02),577.0
Princess L. Blanding,3.0,Virginia Beach City,0.80%,Liberation,063 - CULVER (02),12.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,063 - CULVER (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,58.68%,Republican,064 - ROSEMONT FOREST (02),585.0
Terry R. McAuliffe,2.0,Virginia Beach City,40.62%,Democratic,064 - ROSEMONT FOREST (02),405.0
Princess L. Blanding,3.0,Virginia Beach City,0.70%,Liberation,064 - ROSEMONT FOREST (02),7.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,064 - ROSEMONT FOREST (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,55.73%,Republican,065 - COLONIAL (02),671.0
Terry R. McAuliffe,2.0,Virginia Beach City,43.36%,Democratic,065 - COLONIAL (02),522.0
Princess L. Blanding,3.0,Virginia Beach City,0.91%,Liberation,065 - COLONIAL (02),11.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,065 - COLONIAL (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,67.06%,Republican,066 - HUNT (02),741.0
Terry R. McAuliffe,2.0,Virginia Beach City,32.58%,Democratic,066 - HUNT (02),360.0
Princess L. Blanding,3.0,Virginia Beach City,0.36%,Liberation,066 - HUNT (02),4.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,066 - HUNT (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,49.13%,Republican,067 - EASTERN SHORE (02),282.0
Terry R. McAuliffe,2.0,Virginia Beach City,49.48%,Democratic,067 - EASTERN SHORE (02),284.0
Princess L. Blanding,3.0,Virginia Beach City,1.39%,Liberation,067 - EASTERN SHORE (02),8.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,067 - EASTERN SHORE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,068 - MANOR (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,068 - MANOR (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,068 - MANOR (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,068 - MANOR (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,38.26%,Republican,069 - SHELL (02),308.0
Terry R. McAuliffe,2.0,Virginia Beach City,60.25%,Democratic,069 - SHELL (02),485.0
Princess L. Blanding,3.0,Virginia Beach City,1.49%,Liberation,069 - SHELL (02),12.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,069 - SHELL (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,60.36%,Republican,070 - CORPORATE LANDING (02),696.0
Terry R. McAuliffe,2.0,Virginia Beach City,39.03%,Democratic,070 - CORPORATE LANDING (02),450.0
Princess L. Blanding,3.0,Virginia Beach City,0.61%,Liberation,070 - CORPORATE LANDING (02),7.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,070 - CORPORATE LANDING (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,54.10%,Republican,071 - ROUND HILL (02),356.0
Terry R. McAuliffe,2.0,Virginia Beach City,45.44%,Democratic,071 - ROUND HILL (02),299.0
Princess L. Blanding,3.0,Virginia Beach City,0.46%,Liberation,071 - ROUND HILL (02),3.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,071 - ROUND HILL (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,67.38%,Republican,072 - RUDEE (02),818.0
Terry R. McAuliffe,2.0,Virginia Beach City,32.04%,Democratic,072 - RUDEE (02),389.0
Princess L. Blanding,3.0,Virginia Beach City,0.58%,Liberation,072 - RUDEE (02),7.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,072 - RUDEE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,37.38%,Republican,073 - DAHLIA (02),323.0
Terry R. McAuliffe,2.0,Virginia Beach City,61.69%,Democratic,073 - DAHLIA (02),533.0
Princess L. Blanding,3.0,Virginia Beach City,0.93%,Liberation,073 - DAHLIA (02),8.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,073 - DAHLIA (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,43.76%,Republican,074 - BUCKNER (02),365.0
Terry R. McAuliffe,2.0,Virginia Beach City,55.16%,Democratic,074 - BUCKNER (02),460.0
Princess L. Blanding,3.0,Virginia Beach City,1.08%,Liberation,074 - BUCKNER (02),9.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,074 - BUCKNER (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,69.34%,Republican,075 - COLONY (02),925.0
Terry R. McAuliffe,2.0,Virginia Beach City,30.21%,Democratic,075 - COLONY (02),403.0
Princess L. Blanding,3.0,Virginia Beach City,0.45%,Liberation,075 - COLONY (02),6.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,075 - COLONY (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,076 - VILLAGE (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,076 - VILLAGE (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,076 - VILLAGE (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,076 - VILLAGE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,077 - BROOKWOOD (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,077 - BROOKWOOD (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,077 - BROOKWOOD (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,077 - BROOKWOOD (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,49.30%,Republican,078 - INDIAN LAKES (02),492.0
Terry R. McAuliffe,2.0,Virginia Beach City,49.80%,Democratic,078 - INDIAN LAKES (02),497.0
Princess L. Blanding,3.0,Virginia Beach City,0.90%,Liberation,078 - INDIAN LAKES (02),9.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,078 - INDIAN LAKES (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,40.72%,Republican,079 - PLEASANT HALL (02),327.0
Terry R. McAuliffe,2.0,Virginia Beach City,58.90%,Democratic,079 - PLEASANT HALL (02),473.0
Princess L. Blanding,3.0,Virginia Beach City,0.37%,Liberation,079 - PLEASANT HALL (02),3.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,079 - PLEASANT HALL (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,40.94%,Republican,080 - CHIMNEY HILL (02),348.0
Terry R. McAuliffe,2.0,Virginia Beach City,58.12%,Democratic,080 - CHIMNEY HILL (02),494.0
Princess L. Blanding,3.0,Virginia Beach City,0.94%,Liberation,080 - CHIMNEY HILL (02),8.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,080 - CHIMNEY HILL (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,081 - ROCK LAKE (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,081 - ROCK LAKE (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,081 - ROCK LAKE (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,081 - ROCK LAKE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,66.70%,Republican,082 - SHELBURNE (02),663.0
Terry R. McAuliffe,2.0,Virginia Beach City,32.90%,Democratic,082 - SHELBURNE (02),327.0
Princess L. Blanding,3.0,Virginia Beach City,0.40%,Liberation,082 - SHELBURNE (02),4.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,082 - SHELBURNE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,65.57%,Republican,083 - STRAWBRIDGE (02),918.0
Terry R. McAuliffe,2.0,Virginia Beach City,33.50%,Democratic,083 - STRAWBRIDGE (02),469.0
Princess L. Blanding,3.0,Virginia Beach City,0.93%,Liberation,083 - STRAWBRIDGE (02),13.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,083 - STRAWBRIDGE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,47.29%,Republican,084 - TALLWOOD (02),506.0
Terry R. McAuliffe,2.0,Virginia Beach City,52.43%,Democratic,084 - TALLWOOD (02),561.0
Princess L. Blanding,3.0,Virginia Beach City,0.28%,Liberation,084 - TALLWOOD (02),3.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,084 - TALLWOOD (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,68.51%,Republican,085 - UPTON (02),944.0
Terry R. McAuliffe,2.0,Virginia Beach City,30.99%,Democratic,085 - UPTON (02),427.0
Princess L. Blanding,3.0,Virginia Beach City,0.51%,Liberation,085 - UPTON (02),7.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,085 - UPTON (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,57.74%,Republican,086 - HAYGOOD (02),701.0
Terry R. McAuliffe,2.0,Virginia Beach City,41.85%,Democratic,086 - HAYGOOD (02),508.0
Princess L. Blanding,3.0,Virginia Beach City,0.41%,Liberation,086 - HAYGOOD (02),5.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,086 - HAYGOOD (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,60.55%,Republican,087 - HILLCREST (02),680.0
Terry R. McAuliffe,2.0,Virginia Beach City,38.91%,Democratic,087 - HILLCREST (02),437.0
Princess L. Blanding,3.0,Virginia Beach City,0.53%,Liberation,087 - HILLCREST (02),6.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,087 - HILLCREST (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,088 - NORTH LANDING (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,088 - NORTH LANDING (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,088 - NORTH LANDING (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,088 - NORTH LANDING (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,089 - LAKE CHRISTOPHER (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,089 - LAKE CHRISTOPHER (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,089 - LAKE CHRISTOPHER (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,089 - LAKE CHRISTOPHER (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,65.31%,Republican,090 - LAKE JOYCE (02),529.0
Terry R. McAuliffe,2.0,Virginia Beach City,33.70%,Democratic,090 - LAKE JOYCE (02),273.0
Princess L. Blanding,3.0,Virginia Beach City,0.99%,Liberation,090 - LAKE JOYCE (02),8.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,090 - LAKE JOYCE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,44.90%,Republican,091 - LEXINGTON (02),453.0
Terry R. McAuliffe,2.0,Virginia Beach City,54.21%,Democratic,091 - LEXINGTON (02),547.0
Princess L. Blanding,3.0,Virginia Beach City,0.89%,Liberation,091 - LEXINGTON (02),9.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,091 - LEXINGTON (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,65.39%,Republican,092 - LITTLE NECK (02),684.0
Terry R. McAuliffe,2.0,Virginia Beach City,34.13%,Democratic,092 - LITTLE NECK (02),357.0
Princess L. Blanding,3.0,Virginia Beach City,0.48%,Liberation,092 - LITTLE NECK (02),5.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,092 - LITTLE NECK (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,20.19%,Republican,093 - NEWTOWN (02),168.0
Terry R. McAuliffe,2.0,Virginia Beach City,78.49%,Democratic,093 - NEWTOWN (02),653.0
Princess L. Blanding,3.0,Virginia Beach City,1.32%,Liberation,093 - NEWTOWN (02),11.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,093 - NEWTOWN (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,60.92%,Republican,094 - PINEWOOD (02),399.0
Terry R. McAuliffe,2.0,Virginia Beach City,37.86%,Democratic,094 - PINEWOOD (02),248.0
Princess L. Blanding,3.0,Virginia Beach City,1.22%,Liberation,094 - PINEWOOD (02),8.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,094 - PINEWOOD (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,62.44%,Republican,095 - DAM NECK (02),512.0
Terry R. McAuliffe,2.0,Virginia Beach City,36.22%,Democratic,095 - DAM NECK (02),297.0
Princess L. Blanding,3.0,Virginia Beach City,1.34%,Liberation,095 - DAM NECK (02),11.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,095 - DAM NECK (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,47.05%,Republican,096 - HILLTOP (02),335.0
Terry R. McAuliffe,2.0,Virginia Beach City,51.26%,Democratic,096 - HILLTOP (02),365.0
Princess L. Blanding,3.0,Virginia Beach City,1.69%,Liberation,096 - HILLTOP (02),12.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,096 - HILLTOP (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,45.33%,Republican,097 - INDIAN RIVER (02),432.0
Terry R. McAuliffe,2.0,Virginia Beach City,53.41%,Democratic,097 - INDIAN RIVER (02),509.0
Princess L. Blanding,3.0,Virginia Beach City,1.26%,Liberation,097 - INDIAN RIVER (02),12.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,097 - INDIAN RIVER (02),0.0
