BallotName,BallotOrder,LocalityName,Percentage,PoliticalParty,PrecinctName,Votes
Jo Jorgensen,3.0,Westmoreland County,1.00%,Libertarian,301 - PRECINCT 3-1 (01),4.0
Write In,2147483647.0,Westmoreland County,1.00%,Write-In,301 - PRECINCT 3-1 (01),4.0
Joseph R. Biden,1.0,Westmoreland County,30.57%,Democratic,302 - PRECINCT 3-2 (01),144.0
Donald J. Trump,2.0,Westmoreland County,68.79%,Republican,302 - PRECINCT 3-2 (01),324.0
Jo Jorgensen,3.0,Westmoreland County,0.64%,Libertarian,302 - PRECINCT 3-2 (01),3.0
Write In,2147483647.0,Westmoreland County,0.00%,Write-In,302 - PRECINCT 3-2 (01),0.0
Joseph R. Biden,1.0,Westmoreland County,18.40%,Democratic,401 - PRECINCT 4-1 (01),211.0
Donald J. Trump,2.0,Westmoreland County,80.30%,Republican,401 - PRECINCT 4-1 (01),921.0
Jo Jorgensen,3.0,Westmoreland County,1.13%,Libertarian,401 - PRECINCT 4-1 (01),13.0
Write In,2147483647.0,Westmoreland County,0.17%,Write-In,401 - PRECINCT 4-1 (01),2.0
Joseph R. Biden,1.0,Westmoreland County,27.86%,Democratic,501 - PRECINCT 5-1 (01),290.0
Donald J. Trump,2.0,Westmoreland County,69.26%,Republican,501 - PRECINCT 5-1 (01),721.0
Jo Jorgensen,3.0,Westmoreland County,2.50%,Libertarian,501 - PRECINCT 5-1 (01),26.0
Write In,2147483647.0,Westmoreland County,0.38%,Write-In,501 - PRECINCT 5-1 (01),4.0
Joseph R. Biden,1.0,Wise County,23.56%,Democratic,# AB - Central Absentee Precinct (09),2172.0
Donald J. Trump,2.0,Wise County,75.75%,Republican,# AB - Central Absentee Precinct (09),6984.0
Jo Jorgensen,3.0,Wise County,0.55%,Libertarian,# AB - Central Absentee Precinct (09),51.0
Write In,2147483647.0,Wise County,0.14%,Write-In,# AB - Central Absentee Precinct (09),13.0
Joseph R. Biden,1.0,Wise County,30.00%,Democratic,## Provisional (09),12.0
Donald J. Trump,2.0,Wise County,67.50%,Republican,## Provisional (09),27.0
Jo Jorgensen,3.0,Wise County,2.50%,Libertarian,## Provisional (09),1.0
Write In,2147483647.0,Wise County,0.00%,Write-In,## Provisional (09),0.0
Joseph R. Biden,1.0,Wise County,16.22%,Democratic,101 - APPALACHIA (09),91.0
Donald J. Trump,2.0,Wise County,83.42%,Republican,101 - APPALACHIA (09),468.0
Jo Jorgensen,3.0,Wise County,0.18%,Libertarian,101 - APPALACHIA (09),1.0
Write In,2147483647.0,Wise County,0.18%,Write-In,101 - APPALACHIA (09),1.0
Joseph R. Biden,1.0,Wise County,16.67%,Democratic,102 - DORCHESTER (09),64.0
Donald J. Trump,2.0,Wise County,82.81%,Republican,102 - DORCHESTER (09),318.0
Jo Jorgensen,3.0,Wise County,0.52%,Libertarian,102 - DORCHESTER (09),2.0
Write In,2147483647.0,Wise County,0.00%,Write-In,102 - DORCHESTER (09),0.0
Joseph R. Biden,1.0,Wise County,16.62%,Democratic,103 - GUEST RIVER VOTING PLACE (09),61.0
Donald J. Trump,2.0,Wise County,82.83%,Republican,103 - GUEST RIVER VOTING PLACE (09),304.0
Jo Jorgensen,3.0,Wise County,0.27%,Libertarian,103 - GUEST RIVER VOTING PLACE (09),1.0
Write In,2147483647.0,Wise County,0.27%,Write-In,103 - GUEST RIVER VOTING PLACE (09),1.0
Joseph R. Biden,1.0,Wise County,9.23%,Democratic,104 - WEST POUND (09),91.0
Donald J. Trump,2.0,Wise County,90.06%,Republican,104 - WEST POUND (09),888.0
Jo Jorgensen,3.0,Wise County,0.71%,Libertarian,104 - WEST POUND (09),7.0
Write In,2147483647.0,Wise County,0.00%,Write-In,104 - WEST POUND (09),0.0
Joseph R. Biden,1.0,Wise County,11.57%,Democratic,201 - NORTH COEBURN (09),56.0
Donald J. Trump,2.0,Wise County,87.81%,Republican,201 - NORTH COEBURN (09),425.0
Jo Jorgensen,3.0,Wise County,0.62%,Libertarian,201 - NORTH COEBURN (09),3.0
Write In,2147483647.0,Wise County,0.00%,Write-In,201 - NORTH COEBURN (09),0.0
Joseph R. Biden,1.0,Wise County,15.76%,Democratic,202 - WISE (09),147.0
Donald J. Trump,2.0,Wise County,82.42%,Republican,202 - WISE (09),769.0
Jo Jorgensen,3.0,Wise County,1.29%,Libertarian,202 - WISE (09),12.0
Write In,2147483647.0,Wise County,0.54%,Write-In,202 - WISE (09),5.0
Joseph R. Biden,1.0,Wise County,10.08%,Democratic,203 - EAST POUND (09),24.0
Donald J. Trump,2.0,Wise County,89.08%,Republican,203 - EAST POUND (09),212.0
Jo Jorgensen,3.0,Wise County,0.84%,Libertarian,203 - EAST POUND (09),2.0
Write In,2147483647.0,Wise County,0.00%,Write-In,203 - EAST POUND (09),0.0
Joseph R. Biden,1.0,Wise County,16.64%,Democratic,301 - BIG STONE GAP (09),104.0
Donald J. Trump,2.0,Wise County,82.24%,Republican,301 - BIG STONE GAP (09),514.0
Jo Jorgensen,3.0,Wise County,0.80%,Libertarian,301 - BIG STONE GAP (09),5.0
Write In,2147483647.0,Wise County,0.32%,Write-In,301 - BIG STONE GAP (09),2.0
Joseph R. Biden,1.0,Wise County,10.32%,Democratic,302 - EAST STONE GAP (09),89.0
Donald J. Trump,2.0,Wise County,87.82%,Republican,302 - EAST STONE GAP (09),757.0
Jo Jorgensen,3.0,Wise County,1.04%,Libertarian,302 - EAST STONE GAP (09),9.0
Write In,2147483647.0,Wise County,0.81%,Write-In,302 - EAST STONE GAP (09),7.0
Joseph R. Biden,1.0,Wise County,10.24%,Democratic,401 - CLINCH VALLEY (09),47.0
Donald J. Trump,2.0,Wise County,88.89%,Republican,401 - CLINCH VALLEY (09),408.0
Jo Jorgensen,3.0,Wise County,0.87%,Libertarian,401 - CLINCH VALLEY (09),4.0
Write In,2147483647.0,Wise County,0.00%,Write-In,401 - CLINCH VALLEY (09),0.0
Joseph R. Biden,1.0,Wise County,7.54%,Democratic,402 - SOUTH COEBURN (09),74.0
Donald J. Trump,2.0,Wise County,91.95%,Republican,402 - SOUTH COEBURN (09),902.0
Jo Jorgensen,3.0,Wise County,0.31%,Libertarian,402 - SOUTH COEBURN (09),3.0
Write In,2147483647.0,Wise County,0.20%,Write-In,402 - SOUTH COEBURN (09),2.0
Joseph R. Biden,1.0,Wise County,16.42%,Democratic,403 - ST PAUL (09),78.0
Donald J. Trump,2.0,Wise County,82.11%,Republican,403 - ST PAUL (09),390.0
Jo Jorgensen,3.0,Wise County,1.47%,Libertarian,403 - ST PAUL (09),7.0
Write In,2147483647.0,Wise County,0.00%,Write-In,403 - ST PAUL (09),0.0
Joseph R. Biden,1.0,Wythe County,33.73%,Democratic,# AB - Central Absentee Precinct (09),2065.0
Donald J. Trump,2.0,Wythe County,65.04%,Republican,# AB - Central Absentee Precinct (09),3982.0
Jo Jorgensen,3.0,Wythe County,1.01%,Libertarian,# AB - Central Absentee Precinct (09),62.0
Write In,2147483647.0,Wythe County,0.21%,Write-In,# AB - Central Absentee Precinct (09),13.0
Joseph R. Biden,1.0,Wythe County,0.00%,Democratic,## Provisional (09),0.0
Donald J. Trump,2.0,Wythe County,0.00%,Republican,## Provisional (09),0.0
Jo Jorgensen,3.0,Wythe County,0.00%,Libertarian,## Provisional (09),0.0
Write In,2147483647.0,Wythe County,0.00%,Write-In,## Provisional (09),0.0
Joseph R. Biden,1.0,Wythe County,12.38%,Democratic,101 - ROYAL OAK (09),39.0
Donald J. Trump,2.0,Wythe County,86.98%,Republican,101 - ROYAL OAK (09),274.0
Jo Jorgensen,3.0,Wythe County,0.63%,Libertarian,101 - ROYAL OAK (09),2.0
Write In,2147483647.0,Wythe County,0.00%,Write-In,101 - ROYAL OAK (09),0.0
Joseph R. Biden,1.0,Wythe County,10.69%,Democratic,102 - RURAL RETREAT (09),146.0
Donald J. Trump,2.0,Wythe County,88.21%,Republican,102 - RURAL RETREAT (09),1205.0
Jo Jorgensen,3.0,Wythe County,1.02%,Libertarian,102 - RURAL RETREAT (09),14.0
Write In,2147483647.0,Wythe County,0.07%,Write-In,102 - RURAL RETREAT (09),1.0
Joseph R. Biden,1.0,Wythe County,18.45%,Democratic,203 - WEST WYTHEVILLE (09),181.0
Donald J. Trump,2.0,Wythe County,80.02%,Republican,203 - WEST WYTHEVILLE (09),785.0
Jo Jorgensen,3.0,Wythe County,1.33%,Libertarian,203 - WEST WYTHEVILLE (09),13.0
Write In,2147483647.0,Wythe County,0.20%,Write-In,203 - WEST WYTHEVILLE (09),2.0
Joseph R. Biden,1.0,Wythe County,19.12%,Democratic,303 - EAST WYTHEVILLE (09),195.0
Donald J. Trump,2.0,Wythe County,78.63%,Republican,303 - EAST WYTHEVILLE (09),802.0
Jo Jorgensen,3.0,Wythe County,2.16%,Libertarian,303 - EAST WYTHEVILLE (09),22.0
Write In,2147483647.0,Wythe County,0.10%,Write-In,303 - EAST WYTHEVILLE (09),1.0
Joseph R. Biden,1.0,Wythe County,11.32%,Democratic,401 - FORT CHISWELL (09),96.0
Donald J. Trump,2.0,Wythe County,87.62%,Republican,401 - FORT CHISWELL (09),743.0
Jo Jorgensen,3.0,Wythe County,0.83%,Libertarian,401 - FORT CHISWELL (09),7.0
Write In,2147483647.0,Wythe County,0.24%,Write-In,401 - FORT CHISWELL (09),2.0
Joseph R. Biden,1.0,Wythe County,9.49%,Democratic,402 - MAX MEADOWS (09),85.0
Donald J. Trump,2.0,Wythe County,89.17%,Republican,402 - MAX MEADOWS (09),799.0
Jo Jorgensen,3.0,Wythe County,1.23%,Libertarian,402 - MAX MEADOWS (09),11.0
Write In,2147483647.0,Wythe County,0.11%,Write-In,402 - MAX MEADOWS (09),1.0
Joseph R. Biden,1.0,Wythe County,9.99%,Democratic,501 - JACKSON MEMORIAL (09),76.0
Donald J. Trump,2.0,Wythe County,89.75%,Republican,501 - JACKSON MEMORIAL (09),683.0
Jo Jorgensen,3.0,Wythe County,0.26%,Libertarian,501 - JACKSON MEMORIAL (09),2.0
Write In,2147483647.0,Wythe County,0.00%,Write-In,501 - JACKSON MEMORIAL (09),0.0
Joseph R. Biden,1.0,Wythe County,9.45%,Democratic,502 - SHEFFEY (09),95.0
Donald J. Trump,2.0,Wythe County,89.05%,Republican,502 - SHEFFEY (09),895.0
Jo Jorgensen,3.0,Wythe County,1.09%,Libertarian,502 - SHEFFEY (09),11.0
Write In,2147483647.0,Wythe County,0.40%,Write-In,502 - SHEFFEY (09),4.0
Joseph R. Biden,1.0,Wythe County,7.02%,Democratic,601 - HUDDLE (09),34.0
Donald J. Trump,2.0,Wythe County,92.15%,Republican,601 - HUDDLE (09),446.0
Jo Jorgensen,3.0,Wythe County,0.83%,Libertarian,601 - HUDDLE (09),4.0
Write In,2147483647.0,Wythe County,0.00%,Write-In,601 - HUDDLE (09),0.0
Joseph R. Biden,1.0,Wythe County,9.15%,Democratic,602 - ZION (09),69.0
Donald J. Trump,2.0,Wythe County,89.39%,Republican,602 - ZION (09),674.0
Jo Jorgensen,3.0,Wythe County,1.46%,Libertarian,602 - ZION (09),11.0
Write In,2147483647.0,Wythe County,0.00%,Write-In,602 - ZION (09),0.0
Joseph R. Biden,1.0,Wythe County,11.92%,Democratic,603   EVERGREEN (09),62.0
Donald J. Trump,2.0,Wythe County,85.58%,Republican,603   EVERGREEN (09),445.0
Jo Jorgensen,3.0,Wythe County,2.12%,Libertarian,603   EVERGREEN (09),11.0
Write In,2147483647.0,Wythe County,0.38%,Write-In,603   EVERGREEN (09),2.0
Joseph R. Biden,1.0,York County,52.25%,Democratic,# AB - Central Absentee Precinct (02),14654.0
Donald J. Trump,2.0,York County,46.01%,Republican,# AB - Central Absentee Precinct (02),12902.0
Jo Jorgensen,3.0,York County,1.33%,Libertarian,# AB - Central Absentee Precinct (02),374.0
Write In,2147483647.0,York County,0.41%,Write-In,# AB - Central Absentee Precinct (02),114.0
Joseph R. Biden,1.0,York County,68.24%,Democratic,## Provisional (02),116.0
Donald J. Trump,2.0,York County,31.18%,Republican,## Provisional (02),53.0
Jo Jorgensen,3.0,York County,0.59%,Libertarian,## Provisional (02),1.0
Write In,2147483647.0,York County,0.00%,Write-In,## Provisional (02),0.0
Joseph R. Biden,1.0,York County,33.89%,Democratic,101 - QUEENS LAKE (02),222.0
Donald J. Trump,2.0,York County,63.05%,Republican,101 - QUEENS LAKE (02),413.0
Jo Jorgensen,3.0,York County,3.05%,Libertarian,101 - QUEENS LAKE (02),20.0
Write In,2147483647.0,York County,0.00%,Write-In,101 - QUEENS LAKE (02),0.0
Joseph R. Biden,1.0,York County,27.93%,Democratic,102 - WALLER MILL (02),212.0
Donald J. Trump,2.0,York County,68.12%,Republican,102 - WALLER MILL (02),517.0
Jo Jorgensen,3.0,York County,3.03%,Libertarian,102 - WALLER MILL (02),23.0
Write In,2147483647.0,York County,0.92%,Write-In,102 - WALLER MILL (02),7.0
Joseph R. Biden,1.0,York County,41.63%,Democratic,103 - MAGRUDER (02),470.0
Donald J. Trump,2.0,York County,54.74%,Republican,103 - MAGRUDER (02),618.0
Jo Jorgensen,3.0,York County,3.10%,Libertarian,103 - MAGRUDER (02),35.0
Write In,2147483647.0,York County,0.53%,Write-In,103 - MAGRUDER (02),6.0
Joseph R. Biden,1.0,York County,32.29%,Democratic,201 - COVENTRY (02),331.0
Donald J. Trump,2.0,York County,63.80%,Republican,201 - COVENTRY (02),654.0
Jo Jorgensen,3.0,York County,3.32%,Libertarian,201 - COVENTRY (02),34.0
Write In,2147483647.0,York County,0.59%,Write-In,201 - COVENTRY (02),6.0
Joseph R. Biden,1.0,York County,31.88%,Democratic,202 - KILN CREEK (02),176.0
Donald J. Trump,2.0,York County,65.58%,Republican,202 - KILN CREEK (02),362.0
Jo Jorgensen,3.0,York County,2.17%,Libertarian,202 - KILN CREEK (02),12.0
Write In,2147483647.0,York County,0.36%,Write-In,202 - KILN CREEK (02),2.0
Joseph R. Biden,1.0,York County,15.26%,Democratic,301 - SEAFORD (02),203.0
Donald J. Trump,2.0,York County,81.95%,Republican,301 - SEAFORD (02),1090.0
Jo Jorgensen,3.0,York County,1.88%,Libertarian,301 - SEAFORD (02),25.0
Write In,2147483647.0,York County,0.90%,Write-In,301 - SEAFORD (02),12.0
Joseph R. Biden,1.0,York County,21.54%,Democratic,302 - YORKTOWN (02),126.0
Donald J. Trump,2.0,York County,74.70%,Republican,302 - YORKTOWN (02),437.0
Jo Jorgensen,3.0,York County,2.74%,Libertarian,302 - YORKTOWN (02),16.0
Write In,2147483647.0,York County,1.03%,Write-In,302 - YORKTOWN (02),6.0
Joseph R. Biden,1.0,York County,35.59%,Democratic,303 - EDGEHILL (02),315.0
Donald J. Trump,2.0,York County,61.47%,Republican,303 - EDGEHILL (02),544.0
Jo Jorgensen,3.0,York County,1.92%,Libertarian,303 - EDGEHILL (02),17.0
Write In,2147483647.0,York County,1.02%,Write-In,303 - EDGEHILL (02),9.0
Joseph R. Biden,1.0,York County,18.80%,Democratic,401 - HARWOODS MILL (02),132.0
Donald J. Trump,2.0,York County,77.07%,Republican,401 - HARWOODS MILL (02),541.0
Jo Jorgensen,3.0,York County,3.85%,Libertarian,401 - HARWOODS MILL (02),27.0
Write In,2147483647.0,York County,0.28%,Write-In,401 - HARWOODS MILL (02),2.0
Joseph R. Biden,1.0,York County,20.63%,Democratic,402 - DARE (02),158.0
Donald J. Trump,2.0,York County,76.37%,Republican,402 - DARE (02),585.0
Jo Jorgensen,3.0,York County,2.22%,Libertarian,402 - DARE (02),17.0
Write In,2147483647.0,York County,0.78%,Write-In,402 - DARE (02),6.0
Joseph R. Biden,1.0,York County,23.66%,Democratic,403 - GRAFTON (02),93.0
Donald J. Trump,2.0,York County,72.52%,Republican,403 - GRAFTON (02),285.0
Jo Jorgensen,3.0,York County,3.82%,Libertarian,403 - GRAFTON (02),15.0
Write In,2147483647.0,York County,0.00%,Write-In,403 - GRAFTON (02),0.0
Joseph R. Biden,1.0,York County,22.37%,Democratic,501 - TABB (02),196.0
Donald J. Trump,2.0,York County,73.40%,Republican,501 - TABB (02),643.0
Jo Jorgensen,3.0,York County,3.31%,Libertarian,501 - TABB (02),29.0
Write In,2147483647.0,York County,0.91%,Write-In,501 - TABB (02),8.0
Joseph R. Biden,1.0,York County,30.46%,Democratic,502 - BETHEL (02),279.0
Donald J. Trump,2.0,York County,65.17%,Republican,502 - BETHEL (02),597.0
Jo Jorgensen,3.0,York County,3.82%,Libertarian,502 - BETHEL (02),35.0
Write In,2147483647.0,York County,0.55%,Write-In,502 - BETHEL (02),5.0
Joseph R. Biden,1.0,Alexandria City,84.78%,Democratic,# AB - Central Absentee Precinct (08),55940.0
Donald J. Trump,2.0,Alexandria City,13.57%,Republican,# AB - Central Absentee Precinct (08),8951.0
Jo Jorgensen,3.0,Alexandria City,0.97%,Libertarian,# AB - Central Absentee Precinct (08),639.0
Write In,2147483647.0,Alexandria City,0.69%,Write-In,# AB - Central Absentee Precinct (08),455.0
Joseph R. Biden,1.0,Alexandria City,75.00%,Democratic,## Provisional (08),327.0
Donald J. Trump,2.0,Alexandria City,22.25%,Republican,## Provisional (08),97.0
Jo Jorgensen,3.0,Alexandria City,1.15%,Libertarian,## Provisional (08),5.0
Write In,2147483647.0,Alexandria City,1.61%,Write-In,## Provisional (08),7.0
Joseph R. Biden,1.0,Alexandria City,47.94%,Democratic,101 - LADREY SENIOR BUILDING (08),151.0
Donald J. Trump,2.0,Alexandria City,47.94%,Republican,101 - LADREY SENIOR BUILDING (08),151.0
Jo Jorgensen,3.0,Alexandria City,2.22%,Libertarian,101 - LADREY SENIOR BUILDING (08),7.0
Write In,2147483647.0,Alexandria City,1.90%,Write-In,101 - LADREY SENIOR BUILDING (08),6.0
Joseph R. Biden,1.0,Alexandria City,36.16%,Democratic,102 - CITY HALL (08),111.0
Donald J. Trump,2.0,Alexandria City,58.96%,Republican,102 - CITY HALL (08),181.0
Jo Jorgensen,3.0,Alexandria City,1.95%,Libertarian,102 - CITY HALL (08),6.0
Write In,2147483647.0,Alexandria City,2.93%,Write-In,102 - CITY HALL (08),9.0
Joseph R. Biden,1.0,Alexandria City,50.00%,Democratic,103 - LYLES CROUCH SCHOOL (08),303.0
Donald J. Trump,2.0,Alexandria City,44.72%,Republican,103 - LYLES CROUCH SCHOOL (08),271.0
Jo Jorgensen,3.0,Alexandria City,3.30%,Libertarian,103 - LYLES CROUCH SCHOOL (08),20.0
Write In,2147483647.0,Alexandria City,1.98%,Write-In,103 - LYLES CROUCH SCHOOL (08),12.0
Joseph R. Biden,1.0,Alexandria City,59.39%,Democratic,104 - DURANT CENTER (08),253.0
Donald J. Trump,2.0,Alexandria City,35.68%,Republican,104 - DURANT CENTER (08),152.0
Jo Jorgensen,3.0,Alexandria City,3.52%,Libertarian,104 - DURANT CENTER (08),15.0
Write In,2147483647.0,Alexandria City,1.41%,Write-In,104 - DURANT CENTER (08),6.0
Joseph R. Biden,1.0,Alexandria City,53.94%,Democratic,105 - LEE CENTER (08),178.0
Donald J. Trump,2.0,Alexandria City,42.12%,Republican,105 - LEE CENTER (08),139.0
Jo Jorgensen,3.0,Alexandria City,3.33%,Libertarian,105 - LEE CENTER (08),11.0
Write In,2147483647.0,Alexandria City,0.61%,Write-In,105 - LEE CENTER (08),2.0
Joseph R. Biden,1.0,Alexandria City,70.20%,Democratic,106 - CORA KELLY (08),636.0
Donald J. Trump,2.0,Alexandria City,26.93%,Republican,106 - CORA KELLY (08),244.0
Jo Jorgensen,3.0,Alexandria City,2.10%,Libertarian,106 - CORA KELLY (08),19.0
Write In,2147483647.0,Alexandria City,0.77%,Write-In,106 - CORA KELLY (08),7.0
Joseph R. Biden,1.0,Alexandria City,63.54%,Democratic,107 - MT VERNON RECREATION CENTER (08),413.0
Donald J. Trump,2.0,Alexandria City,32.46%,Republican,107 - MT VERNON RECREATION CENTER (08),211.0
Jo Jorgensen,3.0,Alexandria City,2.15%,Libertarian,107 - MT VERNON RECREATION CENTER (08),14.0
Write In,2147483647.0,Alexandria City,1.85%,Write-In,107 - MT VERNON RECREATION CENTER (08),12.0
Joseph R. Biden,1.0,Alexandria City,65.30%,Democratic,108 - GEORGE WASHINGTON MIDDLE SCH (08),318.0
Donald J. Trump,2.0,Alexandria City,31.01%,Republican,108 - GEORGE WASHINGTON MIDDLE SCH (08),151.0
Jo Jorgensen,3.0,Alexandria City,3.08%,Libertarian,108 - GEORGE WASHINGTON MIDDLE SCH (08),15.0
Write In,2147483647.0,Alexandria City,0.62%,Write-In,108 - GEORGE WASHINGTON MIDDLE SCH (08),3.0
Joseph R. Biden,1.0,Alexandria City,50.23%,Democratic,109 - FIRE DEPARTMENT HEADQUARTERS (08),219.0
Donald J. Trump,2.0,Alexandria City,44.04%,Republican,109 - FIRE DEPARTMENT HEADQUARTERS (08),192.0
Jo Jorgensen,3.0,Alexandria City,3.44%,Libertarian,109 - FIRE DEPARTMENT HEADQUARTERS (08),15.0
Write In,2147483647.0,Alexandria City,2.29%,Write-In,109 - FIRE DEPARTMENT HEADQUARTERS (08),10.0
Joseph R. Biden,1.0,Alexandria City,71.74%,Democratic,110 - CHARLES HOUSTON CENTER (08),391.0
Donald J. Trump,2.0,Alexandria City,25.69%,Republican,110 - CHARLES HOUSTON CENTER (08),140.0
Jo Jorgensen,3.0,Alexandria City,1.65%,Libertarian,110 - CHARLES HOUSTON CENTER (08),9.0
Write In,2147483647.0,Alexandria City,0.92%,Write-In,110 - CHARLES HOUSTON CENTER (08),5.0
Joseph R. Biden,1.0,Alexandria City,61.54%,Democratic,111 - POTOMAC YARD (08),200.0
Donald J. Trump,2.0,Alexandria City,33.85%,Republican,111 - POTOMAC YARD (08),110.0
Jo Jorgensen,3.0,Alexandria City,3.38%,Libertarian,111 - POTOMAC YARD (08),11.0
Write In,2147483647.0,Alexandria City,1.23%,Write-In,111 - POTOMAC YARD (08),4.0
Joseph R. Biden,1.0,Alexandria City,57.54%,Democratic,112 - ALEX RENEW (08),187.0
Donald J. Trump,2.0,Alexandria City,39.69%,Republican,112 - ALEX RENEW (08),129.0
Jo Jorgensen,3.0,Alexandria City,0.62%,Libertarian,112 - ALEX RENEW (08),2.0
Write In,2147483647.0,Alexandria City,2.15%,Write-In,112 - ALEX RENEW (08),7.0
Joseph R. Biden,1.0,Alexandria City,56.24%,Democratic,201 - MAURY SCHOOL (08),266.0
Donald J. Trump,2.0,Alexandria City,39.75%,Republican,201 - MAURY SCHOOL (08),188.0
Jo Jorgensen,3.0,Alexandria City,1.69%,Libertarian,201 - MAURY SCHOOL (08),8.0
Write In,2147483647.0,Alexandria City,2.33%,Write-In,201 - MAURY SCHOOL (08),11.0
Joseph R. Biden,1.0,Alexandria City,47.75%,Democratic,202 - GEORGE MASON SCHOOL (08),244.0
Donald J. Trump,2.0,Alexandria City,47.55%,Republican,202 - GEORGE MASON SCHOOL (08),243.0
Jo Jorgensen,3.0,Alexandria City,2.15%,Libertarian,202 - GEORGE MASON SCHOOL (08),11.0
Write In,2147483647.0,Alexandria City,2.54%,Write-In,202 - GEORGE MASON SCHOOL (08),13.0
Joseph R. Biden,1.0,Alexandria City,60.42%,Democratic,203 - CHARLES BARRETT CENTER (08),313.0
Donald J. Trump,2.0,Alexandria City,34.94%,Republican,203 - CHARLES BARRETT CENTER (08),181.0
Jo Jorgensen,3.0,Alexandria City,2.70%,Libertarian,203 - CHARLES BARRETT CENTER (08),14.0
Write In,2147483647.0,Alexandria City,1.93%,Write-In,203 - CHARLES BARRETT CENTER (08),10.0
Joseph R. Biden,1.0,Alexandria City,53.05%,Democratic,204 - BLESSED SACRAMENT CHURCH (08),261.0
Donald J. Trump,2.0,Alexandria City,41.67%,Republican,204 - BLESSED SACRAMENT CHURCH (08),205.0
Jo Jorgensen,3.0,Alexandria City,2.24%,Libertarian,204 - BLESSED SACRAMENT CHURCH (08),11.0
Write In,2147483647.0,Alexandria City,3.05%,Write-In,204 - BLESSED SACRAMENT CHURCH (08),15.0
Joseph R. Biden,1.0,Alexandria City,55.96%,Democratic,205 - DOUGLAS MACARTHUR SCHOOL (08),291.0
Donald J. Trump,2.0,Alexandria City,38.65%,Republican,205 - DOUGLAS MACARTHUR SCHOOL (08),201.0
Jo Jorgensen,3.0,Alexandria City,2.88%,Libertarian,205 - DOUGLAS MACARTHUR SCHOOL (08),15.0
Write In,2147483647.0,Alexandria City,2.50%,Write-In,205 - DOUGLAS MACARTHUR SCHOOL (08),13.0
